Plan,Item,Type,Status,Requirements,Cited document,Cited section,Source found,Model,Prompt
P-E005 v1,P-E005-v1.M05.Q04,quiz_question,Verified,R-LVP-01-001,LVP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M05.Q05,quiz_question,Verified,R-LVP-01-002,LVP-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M05.Q06,quiz_question,Verified,R-CMP-01-005,CMP-01,3.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M05.X01,assessment,Verified,"R-CMP-01-005, R-COC-01-007, R-HRP-01-002, R-HRP-01-003, R-HRP-01-004, R-HRP-01-005, R-LVP-01-001, R-LVP-01-002, R-LVP-01-003, R-LVP-01-004, R-LVP-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.O01,objective,Verified,"R-IRD-01-001, R-IRD-01-002, R-IRD-01-003, R-IRD-01-004, R-IRD-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.O02,objective,Verified,"R-HRP-01-001, R-HRP-01-007, R-ISP-01-008, R-ESC-01-001, R-CMP-01-004",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.C01,checklist,Verified,R-IRD-01-001,IRD-01,1.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.T01,task,Verified,R-IRD-01-004,IRD-01,3.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.S01,scenario,Verified,R-IRD-01-005,IRD-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.Q01,quiz_question,Verified,R-IRD-01-001,IRD-01,1.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.Q02,quiz_question,Verified,R-IRD-01-002,IRD-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.Q03,quiz_question,Verified,R-IRD-01-003,IRD-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.Q04,quiz_question,Verified,R-IRD-01-004,IRD-01,3.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.Q05,quiz_question,Verified,R-ISP-01-008,ISP-01,7.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.Q06,quiz_question,Verified,R-ESC-01-001,ESC-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M06.X01,assessment,Verified,"R-IRD-01-001, R-IRD-01-002, R-IRD-01-003, R-IRD-01-004, R-IRD-01-005, R-CMP-01-004, R-HRP-01-001, R-HRP-01-007, R-ISP-01-008, R-ESC-01-001",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.O01,objective,Verified,"R-CMP-01-003, R-ISP-01-001",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.O02,objective,Verified,"R-ISP-01-002, R-ISP-01-003, R-ISP-01-004, R-ISP-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.O03,objective,Verified,"R-COC-01-006, R-ISP-01-006, R-ITA-01-001, R-ITA-01-002, R-ITA-01-004, R-ITA-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.C01,checklist,Verified,R-CMP-01-003,CMP-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.C02,checklist,Verified,R-ISP-01-001,ISP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.C03,checklist,Verified,R-ISP-01-003,ISP-01,3.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.C04,checklist,Verified,R-ISP-01-006,ISP-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.C05,checklist,Verified,R-ITA-01-004,ITA-01,3.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.T01,task,Verified,R-ISP-01-002,ISP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.S01,scenario,Verified,R-ISP-01-005,ISP-01,4.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.Q01,quiz_question,Verified,R-CMP-01-003,CMP-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.Q02,quiz_question,Verified,R-COC-01-006,COC-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.Q03,quiz_question,Verified,R-ISP-01-002,ISP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.Q04,quiz_question,Verified,R-ISP-01-006,ISP-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.Q05,quiz_question,Verified,R-ISP-01-004,ISP-01,3.5,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.Q06,quiz_question,Verified,R-ITA-01-004,ITA-01,3.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M07.X01,assessment,Verified,"R-CMP-01-003, R-COC-01-006, R-ISP-01-001, R-ISP-01-002, R-ISP-01-003, R-ISP-01-004, R-ISP-01-005, R-ISP-01-006, R-ITA-01-001, R-ITA-01-002, R-ITA-01-004, R-ITA-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.O01,objective,Verified,"R-PCH-01-001, R-PCH-01-009",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.O02,objective,Verified,"R-PCH-01-003, R-PCH-01-004, R-PCH-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.O03,objective,Verified,"R-PCH-01-006, R-PCH-01-007",,,,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.C01,checklist,Verified,R-PCH-01-001,PCH-01,1.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.C02,checklist,Verified,R-PCH-01-004,PCH-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.C03,checklist,Verified,R-PCH-01-005,PCH-01,3.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.C04,checklist,Verified,R-PCH-01-006,PCH-01,3.6,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.C05,checklist,Verified,R-PCH-01-003,PCH-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.C06,checklist,Verified,R-PCH-01-007,PCH-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.T01,task,Verified,R-PCH-01-004,PCH-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.S01,scenario,Verified,R-PCH-01-007,PCH-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.Q01,quiz_question,Verified,R-PCH-01-001,PCH-01,1.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.Q02,quiz_question,Verified,R-PCH-01-009,PCH-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.Q03,quiz_question,Verified,R-PCH-01-003,PCH-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.Q04,quiz_question,Verified,R-PCH-01-004,PCH-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.Q05,quiz_question,Verified,R-PCH-01-005,PCH-01,3.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.Q06,quiz_question,Verified,R-PCH-01-006,PCH-01,3.6,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E005 v1,P-E005-v1.M08.X01,assessment,Verified,"R-PCH-01-001, R-PCH-01-003, R-PCH-01-004, R-PCH-01-005, R-PCH-01-006, R-PCH-01-007, R-PCH-01-009",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.O01,objective,Verified,"R-GDP-01-002, R-GDP-01-009, R-ISP-01-007",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.O02,objective,Verified,"R-GDP-01-005, R-GDP-01-007",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.O03,objective,Verified,R-GDP-01-008,,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.C01,checklist,Verified,R-GDP-01-009,GDP-01,4.5,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.C02,checklist,Verified,R-GDP-01-005,GDP-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.C03,checklist,Verified,R-GDP-01-008,GDP-01,7.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.C04,checklist,Verified,R-ISP-01-007,ISP-01,6.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.C05,checklist,Verified,R-GDP-01-007,GDP-01,6.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.T01,task,Verified,R-ISP-01-007,ISP-01,6.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.S01,scenario,Verified,R-GDP-01-005,GDP-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.Q01,quiz_question,Verified,R-GDP-01-002,GDP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.Q02,quiz_question,Verified,R-GDP-01-009,GDP-01,4.5,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.Q03,quiz_question,Verified,R-GDP-01-005,GDP-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.Q04,quiz_question,Verified,R-GDP-01-007,GDP-01,6.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.Q05,quiz_question,Verified,R-GDP-01-008,GDP-01,7.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.Q06,quiz_question,Verified,R-ISP-01-007,ISP-01,6.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M01.X01,assessment,Verified,"R-GDP-01-002, R-GDP-01-005, R-GDP-01-007, R-GDP-01-008, R-GDP-01-009, R-ISP-01-007",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.O01,objective,Verified,"R-COC-01-005, R-HSP-01-002, R-HSP-01-003",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.O02,objective,Verified,"R-FLS-01-005, R-SOP-EN-01-001, R-SOP-EN-01-002, R-SOP-EN-01-004, R-SOP-EN-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.O03,objective,Verified,"R-SOP-EN-01-003, R-SOP-EN-01-006, R-ROL-02-002",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.C01,checklist,Verified,R-COC-01-005,COC-01,4.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.C02,checklist,Verified,R-HSP-01-003,HSP-01,3.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.C03,checklist,Verified,R-SOP-EN-01-001,SOP-EN-01,1.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.T01,task,Verified,R-ROL-02-002,ROL-02,1.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.S01,scenario,Verified,R-SOP-EN-01-003,SOP-EN-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.S02,scenario,Verified,R-SOP-EN-01-004,SOP-EN-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.Q01,quiz_question,Verified,R-COC-01-005,COC-01,4.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.Q02,quiz_question,Verified,R-FLS-01-005,FLS-01,3.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.Q03,quiz_question,Verified,R-HSP-01-002,HSP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.Q04,quiz_question,Verified,R-SOP-EN-01-003,SOP-EN-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.Q05,quiz_question,Verified,R-SOP-EN-01-005,SOP-EN-01,4.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.Q06,quiz_question,Verified,R-SOP-EN-01-006,SOP-EN-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M02.X01,assessment,Verified,"R-COC-01-005, R-FLS-01-005, R-HSP-01-002, R-HSP-01-003, R-SOP-EN-01-001, R-SOP-EN-01-002, R-SOP-EN-01-003, R-SOP-EN-01-004, R-SOP-EN-01-005, R-SOP-EN-01-006, R-ROL-02-002",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.O01,objective,Verified,"R-CMP-01-001, R-FLS-01-001, R-FLS-01-002, R-FLS-01-003",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.O02,objective,Verified,"R-FLS-01-004, R-HBK-01-004, R-FAQ-01-004",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.O03,objective,Verified,R-FIN-01-002,,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C01,checklist,Verified,R-CMP-01-001,CMP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C02,checklist,Verified,R-FLS-01-001,FLS-01,1.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C03,checklist,Verified,R-FLS-01-002,FLS-01,1.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C04,checklist,Verified,R-FLS-01-003,FLS-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C05,checklist,Verified,R-FLS-01-004,FLS-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C06,checklist,Verified,R-HBK-01-004,HBK-01,3.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C07,checklist,Verified,R-FAQ-01-004,FAQ-01,Q15,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.C08,checklist,Verified,R-FIN-01-002,FIN-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.T01,task,Verified,R-FIN-01-002,FIN-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.S01,scenario,Verified,R-FLS-01-003,FLS-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.Q01,quiz_question,Verified,R-CMP-01-001,CMP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.Q02,quiz_question,Verified,R-FLS-01-002,FLS-01,1.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.Q03,quiz_question,Verified,R-FLS-01-003,FLS-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.Q04,quiz_question,Verified,R-FLS-01-004,FLS-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.Q05,quiz_question,Verified,R-FIN-01-002,FIN-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.Q06,quiz_question,Verified,R-FAQ-01-004,FAQ-01,Q15,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M03.X01,assessment,Verified,"R-CMP-01-001, R-FLS-01-001, R-FLS-01-002, R-FLS-01-003, R-FLS-01-004, R-HBK-01-004, R-FAQ-01-004, R-FIN-01-002",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.O01,objective,Verified,"R-CMP-01-004, R-HRP-01-001, R-HRP-01-002",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.O02,objective,Verified,"R-HBK-01-001, R-HBK-01-002, R-HBK-01-003",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.O03,objective,Verified,R-FAQ-01-002,,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.C01,checklist,Verified,R-HBK-01-001,HBK-01,1.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.C02,checklist,Verified,R-HBK-01-002,HBK-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.C03,checklist,Verified,R-HBK-01-003,HBK-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.C04,checklist,Verified,R-HRP-01-002,HRP-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.T01,task,Verified,R-CMP-01-004,CMP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.S01,scenario,Verified,R-FAQ-01-002,FAQ-01,Q7,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.Q01,quiz_question,Verified,R-CMP-01-004,CMP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.Q02,quiz_question,Verified,R-HRP-01-001,HRP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.Q03,quiz_question,Verified,R-HRP-01-002,HRP-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.Q04,quiz_question,Verified,R-HBK-01-001,HBK-01,1.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.Q05,quiz_question,Verified,R-HBK-01-003,HBK-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.Q06,quiz_question,Verified,R-FAQ-01-002,FAQ-01,Q7,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M04.X01,assessment,Verified,"R-CMP-01-004, R-HRP-01-001, R-HRP-01-002, R-HBK-01-001, R-HBK-01-002, R-HBK-01-003, R-FAQ-01-002",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.O01,objective,Verified,"R-HRP-01-003, R-HRP-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.O02,objective,Verified,"R-LVP-01-001, R-LVP-01-002, R-LVP-01-003, R-LVP-01-004, R-LVP-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.O03,objective,Verified,"R-CMP-01-005, R-COC-01-007",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.C01,checklist,Verified,R-COC-01-007,COC-01,6.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.C02,checklist,Verified,R-LVP-01-001,LVP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.C03,checklist,Verified,R-LVP-01-002,LVP-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.C04,checklist,Verified,R-LVP-01-003,LVP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.C05,checklist,Verified,R-LVP-01-004,LVP-01,3.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.C06,checklist,Verified,R-LVP-01-005,LVP-01,4.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.T01,task,Verified,R-LVP-01-003,LVP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.S01,scenario,Verified with Warning,R-HRP-01-005,HRP-01,4.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.Q01,quiz_question,Verified,R-HRP-01-003,HRP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.Q02,quiz_question,Verified,R-HRP-01-005,HRP-01,4.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.Q03,quiz_question,Verified,R-LVP-01-001,LVP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.Q04,quiz_question,Verified,R-LVP-01-002,LVP-01,2.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.Q05,quiz_question,Verified,R-LVP-01-003,LVP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.Q06,quiz_question,Verified,R-CMP-01-005,CMP-01,3.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M05.X01,assessment,Verified,"R-CMP-01-005, R-COC-01-007, R-HRP-01-003, R-HRP-01-005, R-LVP-01-001, R-LVP-01-002, R-LVP-01-003, R-LVP-01-004, R-LVP-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.O01,objective,Verified,"R-HSP-01-004, R-HSP-01-005, R-HSP-01-006, R-HSP-01-007",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.O02,objective,Verified,"R-ESC-01-001, R-ESC-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.C01,checklist,Verified,R-HSP-01-004,HSP-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.C02,checklist,Verified,R-HSP-01-005,HSP-01,5.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.C03,checklist,Verified,R-HSP-01-006,HSP-01,5.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.C04,checklist,Verified,R-HSP-01-007,HSP-01,5.5,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.C05,checklist,Verified,R-ESC-01-001,ESC-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.C06,checklist,Verified,R-ESC-01-005,ESC-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.T01,task,Verified with Warning,R-HSP-01-004,HSP-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.S01,scenario,Verified with Warning,R-HSP-01-005,HSP-01,5.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.Q01,quiz_question,Verified,R-HSP-01-004,HSP-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.Q02,quiz_question,Verified,R-HSP-01-005,HSP-01,5.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.Q03,quiz_question,Verified,R-HSP-01-006,HSP-01,5.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.Q04,quiz_question,Verified,R-HSP-01-007,HSP-01,5.5,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.Q05,quiz_question,Verified,R-ESC-01-001,ESC-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.Q06,quiz_question,Verified,R-ESC-01-005,ESC-01,4.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M06.X01,assessment,Verified,"R-HSP-01-004, R-HSP-01-005, R-HSP-01-006, R-HSP-01-007, R-ESC-01-001, R-ESC-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.O01,objective,Verified,"R-CMP-01-003, R-ISP-01-001",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.O02,objective,Verified,"R-ISP-01-002, R-ISP-01-003, R-ISP-01-004, R-ISP-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.O03,objective,Verified,"R-ISP-01-006, R-ISP-01-008",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.O04,objective,Verified,"R-COC-01-006, R-ITA-01-001, R-ITA-01-002, R-ITA-01-004, R-ITA-01-005",,,,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.C01,checklist,Verified,R-CMP-01-003,CMP-01,2.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.C02,checklist,Verified,R-ISP-01-001,ISP-01,2.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.T01,task,Verified,R-ITA-01-004,ITA-01,3.4,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.S01,scenario,Verified,R-ISP-01-006,ISP-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.Q01,quiz_question,Verified,R-ISP-01-002,ISP-01,3.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.Q02,quiz_question,Verified,R-ISP-01-003,ISP-01,3.3,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.Q03,quiz_question,Verified,R-ISP-01-006,ISP-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.Q04,quiz_question,Verified,R-ISP-01-005,ISP-01,4.2,Yes,gemini-3.5-flash-lite,module_content v1.1
P-E006 v1,P-E006-v1.M07.Q05,quiz_question,Verified,R-COC-01-006,COC-01,5.1,Yes,gemini-3.5-flash-lite,module_content v1.1
